Year,NOC,Lagged_Squad_Size,Lagged_NOC_Events_Entered,Lagged_Sport_Diversity,Lagged_Global_Total_Events,Lagged_Global_Nations_Count,Lagged_Share_of_Entries,Lagged_Expected_Share,Lagged_RCA_Macro,Lagged_Specialization_Index,Lagged_Total_Medals,Lagged_2_Total_Medals,Lagged_3_Total_Medals,Is_Host,Has_Medal_before,Total,Gold,Silver,Bronze
2016,AUS,405.0,208.0,29.0,670.0,204.0,0.029735525375268048,0.004901960784313725,6.066047176554682,7.172413793103448,35.0,46.0,50.0,0,1,29,8,11,10
2020,AUS,420.0,194.0,31.0,682.0,205.0,0.02732779264685167,0.004878048780487805,5.602197492604592,6.258064516129032,29.0,35.0,46.0,0,1,46,17,7,22
2024,AUS,489.0,193.0,41.0,761.0,205.0,0.028130010202594372,0.004878048780487805,5.766652091531847,4.7073170731707314,46.0,29.0,35.0,0,1,53,18,19,16
1896,AUT,,,,,,,,,,,,,0,0,5,2,1,2
1900,AUT,3.0,8.0,3.0,107.0,12.0,0.047337278106508875,0.08333333333333333,0.5680473372781065,2.6666666666666665,5.0,,,0,1,6,0,3,3
1904,AUT,16.0,17.0,4.0,236.0,31.0,0.04239401496259352,0.03225806451612903,1.3142144638403992,4.25,6.0,5.0,,0,1,3,1,1,1
1908,AUT,2.0,7.0,2.0,224.0,15.0,0.0374331550802139,0.06666666666666667,0.5614973262032085,3.5,3.0,6.0,5.0,0,1,1,0,0,1
1912,AUT,7.0,10.0,4.0,267.0,22.0,0.014771048744460856,0.045454545454545456,0.3249630723781388,2.5,1.0,3.0,6.0,0,1,4,0,2,2
1924,AUT,85.0,46.0,12.0,236.0,27.0,0.050605060506050605,0.037037037037037035,1.3663366336633664,3.8333333333333335,4.0,1.0,3.0,0,1,4,0,3,1
1928,AUT,49.0,27.0,8.0,292.0,44.0,0.01668726823238566,0.022727272727272728,0.7342398022249691,3.375,4.0,4.0,1.0,0,1,3,2,0,1
1932,AUT,52.0,31.0,12.0,252.0,46.0,0.020234986945169713,0.021739130434782608,0.9308093994778068,2.5833333333333335,3.0,4.0,4.0,0,1,0,0,0,0
1936,AUT,9.0,12.0,6.0,268.0,37.0,0.013714285714285714,0.02702702702702703,0.5074285714285713,2.0,0.0,3.0,4.0,0,1,17,5,7,5
1948,AUT,174.0,95.0,18.0,302.0,49.0,0.04611650485436893,0.02040816326530612,2.2597087378640777,5.277777777777778,17.0,0.0,3.0,0,1,4,1,0,3
1952,AUT,114.0,69.0,16.0,312.0,59.0,0.031207598371777476,0.01694915254237288,1.841248303934871,4.3125,4.0,17.0,0.0,0,1,2,0,1,1
1956,AUT,112.0,70.0,16.0,338.0,69.0,0.023553162853297442,0.014492753623188406,1.6251682368775235,4.375,2.0,4.0,17.0,0,1,2,0,0,2
1960,AUT,34.0,36.0,12.0,342.0,72.0,0.016582220175034548,0.013888888888888888,1.1939198526024875,3.0,2.0,2.0,4.0,0,1,0,0,0,0
1964,AUT,103.0,81.0,15.0,340.0,84.0,0.024057024057024055,0.011904761904761904,2.0207900207900207,5.4,0.0,2.0,2.0,0,1,0,0,0,0
1968,AUT,56.0,54.0,14.0,370.0,93.0,0.016713091922005572,0.010752688172043012,1.5543175487465182,3.857142857142857,0.0,0.0,2.0,0,1,4,0,2,2
1972,AUT,43.0,37.0,12.0,386.0,112.0,0.01004343105320304,0.008928571428571428,1.1248642779587406,3.0833333333333335,4.0,0.0,0.0,0,1,3,0,1,2
1976,AUT,111.0,68.0,15.0,439.0,121.0,0.015416005440943096,0.008264462809917356,1.8653366583541147,4.533333333333333,3.0,4.0,0.0,0,1,1,0,0,1
1980,AUT,60.0,44.0,15.0,444.0,92.0,0.011714589989350373,0.010869565217391304,1.0777422790202345,2.933333333333333,1.0,3.0,4.0,0,1,4,1,2,1
1984,AUT,83.0,51.0,16.0,454.0,80.0,0.015972439711869714,0.0125,1.277795176949577,3.1875,4.0,1.0,3.0,0,1,3,1,1,1
1988,AUT,102.0,72.0,18.0,492.0,140.0,0.016024927665257066,0.007142857142857143,2.243489873135989,4.0,3.0,4.0,1.0,0,1,1,1,0,0
1992,AUT,73.0,62.0,17.0,528.0,159.0,0.010743372032576677,0.006289308176100629,1.7081961531796914,3.6470588235294117,1.0,3.0,4.0,0,1,2,0,2,0
1996,AUT,102.0,68.0,17.0,573.0,168.0,0.010843565619518419,0.005952380952380952,1.8217190240790944,4.0,2.0,1.0,3.0,0,1,3,0,1,2
2000,AUT,72.0,53.0,15.0,604.0,197.0,0.007825188247453123,0.005076142131979695,1.5415620847482652,3.533333333333333,3.0,2.0,1.0,0,1,3,2,1,0
2004,AUT,92.0,68.0,17.0,667.0,199.0,0.009686609686609686,0.005025125628140704,1.9276353276353275,4.0,3.0,3.0,2.0,0,1,7,2,4,1
2008,AUT,74.0,56.0,18.0,669.0,201.0,0.008162075499198368,0.004975124378109453,1.640577175338872,3.111111111111111,7.0,3.0,3.0,0,1,3,0,1,2
2012,AUT,70.0,62.0,16.0,673.0,204.0,0.008760774339409354,0.004901960784313725,1.7871979652395082,3.875,3.0,7.0,3.0,0,1,0,0,0,0
2016,AUT,70.0,69.0,19.0,670.0,204.0,0.009864188706218727,0.004901960784313725,2.01229449606862,3.6315789473684212,0.0,3.0,7.0,0,1,1,0,0,1
2020,AUT,71.0,61.0,23.0,682.0,205.0,0.00859275954359769,0.004878048780487805,1.7615157064375264,2.652173913043478,1.0,0.0,3.0,0,1,7,1,1,5
2024,AUT,76.0,70.0,24.0,761.0,205.0,0.01020259437399796,0.004878048780487805,2.091531846669582,2.9166666666666665,7.0,1.0,0.0,0,1,5,2,0,3
1996,AZE,,,,,,,,,,,,,0,0,1,0,1,0
2000,AZE,23.0,23.0,9.0,604.0,197.0,0.00339583640927211,0.005076142131979695,0.6689797726266057,2.5555555555555554,1.0,,,0,1,3,2,0,1
2004,AZE,31.0,32.0,8.0,667.0,199.0,0.004558404558404558,0.005025125628140704,0.9071225071225071,4.0,3.0,1.0,,0,1,5,1,0,4
2008,AZE,36.0,36.0,10.0,669.0,201.0,0.005247048535198951,0.004975124378109453,1.054656755574989,3.6,5.0,3.0,1.0,0,1,6,1,1,4
2012,AZE,44.0,37.0,10.0,673.0,204.0,0.0052282040412604215,0.004901960784313725,1.066553624417126,3.7,6.0,5.0,3.0,0,1,9,2,2,5
2016,AZE,52.0,57.0,15.0,670.0,204.0,0.00814867762687634,0.004901960784313725,1.6623302358827736,3.8,9.0,6.0,5.0,0,1,18,1,7,10
2020,AZE,56.0,62.0,15.0,682.0,205.0,0.008733624454148471,0.004878048780487805,1.7903930131004366,4.133333333333334,18.0,9.0,6.0,0,1,7,0,3,4
2024,AZE,44.0,51.0,14.0,761.0,205.0,0.007433318758198513,0.004878048780487805,1.5238303454306952,3.642857142857143,7.0,18.0,9.0,0,1,7,2,2,3
1952,BAH,,,,,,,,,,,,,0,0,0,0,0,0
1956,BAH,7.0,3.0,1.0,338.0,69.0,0.001009421265141319,0.014492753623188406,0.06965006729475101,3.0,0.0,,,0,0,1,0,0,1
1960,BAH,4.0,4.0,2.0,342.0,72.0,0.0018424689083371719,0.013888888888888888,0.13265776140027638,2.0,1.0,0.0,,0,1,0,0,0,0
1964,BAH,13.0,8.0,2.0,340.0,84.0,0.002376002376002376,0.011904761904761904,0.19958419958419957,4.0,0.0,1.0,0.0,0,1,1,1,0,0
1968,BAH,11.0,6.0,2.0,370.0,93.0,0.0018570102135561746,0.010752688172043012,0.1727019498607242,3.0,1.0,0.0,1.0,0,1,0,0,0,0
1972,BAH,16.0,12.0,3.0,386.0,112.0,0.003257328990228013,0.008928571428571428,0.3648208469055375,4.0,0.0,1.0,0.0,0,1,0,0,0,0
1976,BAH,20.0,13.0,4.0,439.0,121.0,0.0029471775107685334,0.008264462809917356,0.3566084788029925,3.25,0.0,0.0,1.0,0,1,0,0,0,0
1984,BAH,11.0,13.0,3.0,444.0,92.0,0.003461128860489883,0.010869565217391304,0.3184238551650692,4.333333333333333,0.0,0.0,0.0,0,1,0,0,0,0
1988,BAH,22.0,23.0,4.0,492.0,140.0,0.005119074115290452,0.007142857142857143,0.7166703761406633,5.75,0.0,0.0,0.0,0,1,0,0,0,0
1992,BAH,16.0,15.0,5.0,528.0,159.0,0.0025992029111072605,0.006289308176100629,0.41327326286605437,3.0,0.0,0.0,0.0,0,1,1,0,0,1
1996,BAH,14.0,13.0,4.0,573.0,168.0,0.0020730346037314625,0.005952380952380952,0.34826981342688573,3.25,1.0,0.0,0.0,0,1,1,0,1,0
2000,BAH,26.0,17.0,4.0,604.0,197.0,0.002509966041635907,0.005076142131979695,0.49446331020227374,4.25,1.0,1.0,0.0,0,1,3,2,0,1
2004,BAH,25.0,18.0,3.0,667.0,199.0,0.002564102564102564,0.005025125628140704,0.5102564102564102,6.0,3.0,1.0,1.0,0,1,2,1,0,1
2008,BAH,22.0,18.0,3.0,669.0,201.0,0.0026235242675994755,0.004975124378109453,0.5273283777874945,6.0,2.0,3.0,1.0,0,1,2,0,1,1
2012,BAH,25.0,22.0,4.0,673.0,204.0,0.0031086618623710613,0.004901960784313725,0.6341670199236965,5.5,2.0,2.0,3.0,0,1,1,1,0,0
2016,BAH,21.0,16.0,2.0,670.0,204.0,0.0022873481057898498,0.004901960784313725,0.46661901358112934,8.0,1.0,2.0,2.0,0,1,2,1,0,1
2020,BAH,29.0,20.0,3.0,682.0,205.0,0.002817298211015636,0.004878048780487805,0.5775461332582054,6.666666666666667,2.0,1.0,2.0,0,1,2,2,0,0
2024,BAH,16.0,12.0,2.0,761.0,205.0,0.0017490161783996502,0.004878048780487805,0.3585483165719283,6.0,2.0,2.0,1.0,0,1,0,0,0,0
1984,BAN,,,,,,,,,,,,,0,0,0,0,0,0
1988,BAN,1.0,2.0,1.0,492.0,140.0,0.0004451368795904741,0.007142857142857143,0.062319163142666376,2.0,0.0,,,0,0,0,0,0,0
1992,BAN,6.0,8.0,2.0,528.0,159.0,0.001386241552590539,0.006289308176100629,0.22041240686189567,4.0,0.0,0.0,,0,0,0,0,0,0
1996,BAN,6.0,6.0,3.0,573.0,168.0,0.0009567852017222134,0.005952380952380952,0.16073991388933187,2.0,0.0,0.0,0.0,0,0,0,0,0,0
2000,BAN,4.0,4.0,3.0,604.0,197.0,0.0005905802450908018,0.005076142131979695,0.11634430828288796,1.3333333333333333,0.0,0.0,0.0,0,0,0,0,0,0
2004,BAN,5.0,6.0,3.0,667.0,199.0,0.0008547008547008547,0.005025125628140704,0.1700854700854701,2.0,0.0,0.0,0.0,0,0,0,0,0,0
2008,BAN,4.0,4.0,3.0,669.0,201.0,0.0005830053927998834,0.004975124378109453,0.11718408395277656,1.3333333333333333,0.0,0.0,0.0,0,0,0,0,0,0
2012,BAN,5.0,5.0,3.0,673.0,204.0,0.0007065140596297867,0.004901960784313725,0.14412886816447648,1.6666666666666667,0.0,0.0,0.0,0,0,0,0,0,0
2016,BAN,5.0,7.0,5.0,670.0,204.0,0.0010007147962830592,0.004901960784313725,0.2041458184417441,1.4,0.0,0.0,0.0,0,0,0,0,0,0
2020,BAN,6.0,7.0,5.0,682.0,205.0,0.0009860543738554725,0.004878048780487805,0.20214114664037186,1.4,0.0,0.0,0.0,0,0,0,0,0,0
2024,BAN,6.0,7.0,4.0,761.0,205.0,0.001020259437399796,0.004878048780487805,0.20915318466695818,1.75,0.0,0.0,0.0,0,0,0,0,0,0
1968,BAR,,,,,,,,,,,,,0,0,0,0,0,0
1972,BAR,9.0,10.0,5.0,386.0,112.0,0.0027144408251900108,0.008928571428571428,0.30401737242128124,2.0,0.0,,,0,0,0,0,0,0
1976,BAR,13.0,13.0,4.0,439.0,121.0,0.0029471775107685334,0.008264462809917356,0.3566084788029925,3.25,0.0,0.0,,0,0,0,0,0,0
1984,BAR,11.0,11.0,2.0,444.0,92.0,0.0029286474973375934,0.010869565217391304,0.2694355697550586,5.5,0.0,0.0,0.0,0,0,0,0,0,0
1988,BAR,16.0,16.0,6.0,492.0,140.0,0.0035610950367237926,0.007142857142857143,0.498553305141331,2.6666666666666665,0.0,0.0,0.0,0,0,0,0,0,0
1992,BAR,17.0,20.0,7.0,528.0,159.0,0.0034656038814763475,0.006289308176100629,0.5510310171547392,2.857142857142857,0.0,0.0,0.0,0,0,0,0,0,0
1996,BAR,17.0,17.0,5.0,573.0,168.0,0.0027108914048796047,0.005952380952380952,0.4554297560197736,3.4,0.0,0.0,0.0,0,0,0,0,0,0
2000,BAR,13.0,21.0,7.0,604.0,197.0,0.003100546286726709,0.005076142131979695,0.6108076184851616,3.0,0.0,0.0,0.0,0,0,1,0,0,1
2004,BAR,18.0,21.0,6.0,667.0,199.0,0.0029914529914529917,0.005025125628140704,0.5952991452991453,3.5,1.0,0.0,0.0,0,1,0,0,0,0
2008,BAR,10.0,15.0,5.0,669.0,201.0,0.0021862702229995625,0.004975124378109453,0.43944031482291207,3.0,0.0,1.0,0.0,0,1,0,0,0,0
2012,BAR,8.0,10.0,3.0,673.0,204.0,0.0014130281192595733,0.004901960784313725,0.28825773632895296,3.3333333333333335,0.0,0.0,1.0,0,1,0,0,0,0
2016,BAR,6.0,6.0,3.0,670.0,204.0,0.0008577555396711937,0.004901960784313725,0.17498213009292352,2.0,0.0,0.0,0.0,0,1,0,0,0,0
2020,BAR,11.0,11.0,5.0,682.0,205.0,0.0015495140160585999,0.004878048780487805,0.31765037329201296,2.2,0.0,0.0,0.0,0,1,0,0,0,0
2024,BAR,8.0,9.0,2.0,761.0,205.0,0.0013117621337997377,0.004878048780487805,0.26891123742894624,4.5,0.0,0.0,0.0,0,1,0,0,0,0
1996,BDI,,,,,,,,,,,,,0,0,1,1,0,0
2000,BDI,7.0,6.0,1.0,604.0,197.0,0.0008858703676362026,0.005076142131979695,0.17451646242433191,6.0,1.0,,,0,1,0,0,0,0
2004,BDI,6.0,5.0,1.0,667.0,199.0,0.0007122507122507123,0.005025125628140704,0.14173789173789175,5.0,0.0,1.0,,0,1,0,0,0,0
2008,BDI,7.0,5.0,2.0,669.0,201.0,0.0007287567409998542,0.004975124378109453,0.14648010494097072,2.5,0.0,0.0,1.0,0,1,0,0,0,0
2012,BDI,3.0,3.0,2.0,673.0,204.0,0.000423908435777872,0.004901960784313725,0.08647732089868589,1.5,0.0,0.0,0.0,0,1,0,0,0,0
2016,BDI,6.0,6.0,3.0,670.0,204.0,0.0008577555396711937,0.004901960784313725,0.17498213009292352,2.0,0.0,0.0,0.0,0,1,1,0,1,0
2020,BDI,9.0,9.0,3.0,682.0,205.0,0.0012677841949570363,0.004878048780487805,0.25989575996619246,3.0,1.0,0.0,0.0,0,1,0,0,0,0
2024,BDI,6.0,7.0,3.0,761.0,205.0,0.001020259437399796,0.004878048780487805,0.20915318466695818,2.3333333333333335,0.0,1.0,0.0,0,1,0,0,0,0
1900,BEL,,,,,,,,,,,,,0,0,17,6,7,4
1908,BEL,64.0,31.0,10.0,236.0,31.0,0.0773067331670823,0.03225806451612903,2.396508728179551,3.1,17.0,,,0,1,8,1,5,2
1912,BEL,70.0,33.0,11.0,267.0,22.0,0.04874446085672083,0.045454545454545456,1.0723781388478582,3.0,8.0,17.0,,0,1,6,2,1,3
1920,BEL,35.0,22.0,8.0,236.0,27.0,0.0242024202420242,0.037037037037037035,0.6534653465346535,2.75,6.0,8.0,17.0,1,1,36,14,11,11
1924,BEL,330.0,117.0,22.0,363.0,29.0,0.09725685785536159,0.034482758620689655,2.820448877805486,5.318181818181818,36.0,6.0,8.0,0,1,13,3,7,3
1928,BEL,168.0,79.0,16.0,292.0,44.0,0.04882571075401731,0.022727272727272728,2.1483312731767614,4.9375,13.0,36.0,6.0,0,1,3,0,1,2
1932,BEL,171.0,80.0,14.0,252.0,46.0,0.05221932114882506,0.021739130434782608,2.402088772845953,5.714285714285714,3.0,13.0,36.0,0,1,0,0,0,0
1936,BEL,7.0,5.0,1.0,268.0,37.0,0.005714285714285714,0.02702702702702703,0.2114285714285714,5.0,0.0,3.0,13.0,0,1,3,0,0,3
1948,BEL,119.0,66.0,14.0,302.0,49.0,0.03203883495145631,0.02040816326530612,1.5699029126213595,4.714285714285714,3.0,0.0,3.0,0,1,7,2,2,3
1952,BEL,147.0,74.0,16.0,312.0,59.0,0.03346901854364541,0.01694915254237288,1.9746720940750793,4.625,7.0,3.0,0.0,0,1,4,2,2,0
1956,BEL,134.0,74.0,16.0,338.0,69.0,0.02489905787348587,0.014492753623188406,1.718034993270525,4.625,4.0,7.0,3.0,0,1,2,0,2,0
1960,BEL,57.0,39.0,13.0,342.0,72.0,0.017964071856287425,0.013888888888888888,1.2934131736526946,3.0,2.0,4.0,7.0,0,1,0,0,0,0
1964,BEL,100.0,64.0,16.0,340.0,84.0,0.019008019008019007,0.011904761904761904,1.5966735966735965,4.0,0.0,2.0,4.0,0,1,3,2,0,1
1968,BEL,61.0,36.0,13.0,370.0,93.0,0.011142061281337047,0.010752688172043012,1.0362116991643453,2.769230769230769,3.0,0.0,2.0,0,1,2,0,1,1
1972,BEL,82.0,55.0,13.0,386.0,112.0,0.01492942453854506,0.008928571428571428,1.6720955483170468,4.230769230769231,2.0,3.0,0.0,0,1,2,0,2,0
1976,BEL,88.0,51.0,14.0,439.0,121.0,0.011562004080707322,0.008264462809917356,1.3990024937655858,3.642857142857143,2.0,2.0,3.0,0,1,6,0,3,3
1980,BEL,101.0,80.0,16.0,444.0,92.0,0.021299254526091587,0.010869565217391304,1.959531416400426,5.0,6.0,2.0,2.0,0,1,1,1,0,0
1984,BEL,59.0,51.0,10.0,454.0,80.0,0.015972439711869714,0.0125,1.277795176949577,5.1,1.0,6.0,2.0,0,1,4,1,1,2
1988,BEL,63.0,48.0,14.0,492.0,140.0,0.010683285110171378,0.007142857142857143,1.495659915423993,3.4285714285714284,4.0,1.0,6.0,0,1,2,0,0,2
1992,BEL,59.0,65.0,16.0,528.0,159.0,0.011263212614798129,0.006289308176100629,1.7908508057529025,4.0625,2.0,4.0,1.0,0,1,3,0,1,2
1996,BEL,68.0,70.0,18.0,573.0,168.0,0.011162494020092489,0.005952380952380952,1.8752989953755381,3.888888888888889,3.0,2.0,4.0,0,1,6,2,2,2
2000,BEL,61.0,55.0,14.0,604.0,197.0,0.008120478369998524,0.005076142131979695,1.5997342388897093,3.9285714285714284,6.0,3.0,2.0,0,1,5,0,2,3
2004,BEL,68.0,64.0,16.0,667.0,199.0,0.009116809116809116,0.005025125628140704,1.8142450142450142,4.0,5.0,6.0,3.0,0,1,3,1,0,2
2008,BEL,50.0,41.0,14.0,669.0,201.0,0.005975805276198805,0.004975124378109453,1.2011368605159598,2.9285714285714284,3.0,5.0,6.0,0,1,2,2,0,0
2012,BEL,94.0,55.0,16.0,673.0,204.0,0.007771654655927653,0.004901960784313725,1.585417549809241,3.4375,2.0,3.0,5.0,0,1,3,0,1,2
2016,BEL,111.0,71.0,16.0,670.0,204.0,0.01015010721944246,0.004901960784313725,2.0706218727662615,4.4375,3.0,2.0,3.0,0,1,6,2,2,2
2020,BEL,104.0,74.0,19.0,682.0,205.0,0.010424003380757853,0.004878048780487805,2.13692069305536,3.8947368421052633,6.0,3.0,2.0,0,1,7,3,1,3
2024,BEL,130.0,77.0,25.0,761.0,205.0,0.011222853811397756,0.004878048780487805,2.30068503133654,3.08,7.0,6.0,3.0,0,1,10,3,1,6
1972,BEN,,,,,,,,,,,,,0,0,0,0,0,0
1980,BEN,3.0,3.0,2.0,439.0,121.0,0.0006801178871004307,0.008264462809917356,0.08229426433915212,1.5,0.0,,,0,0,0,0,0,0
1984,BEN,16.0,17.0,2.0,454.0,80.0,0.005324146570623238,0.0125,0.42593172564985904,8.5,0.0,0.0,,0,0,0,0,0,0
1988,BEN,3.0,3.0,1.0,492.0,140.0,0.0006677053193857111,0.007142857142857143,0.09347874471399956,3.0,0.0,0.0,0.0,0,0,0,0,0,0
1992,BEN,7.0,7.0,2.0,528.0,159.0,0.0012129613585167215,0.006289308176100629,0.19286085600415873,3.5,0.0,0.0,0.0,0,0,0,0,0,0
1996,BEN,6.0,6.0,2.0,573.0,168.0,0.0009567852017222134,0.005952380952380952,0.16073991388933187,3.0,0.0,0.0,0.0,0,0,0,0,0,0
2000,BEN,5.0,4.0,1.0,604.0,197.0,0.0005905802450908018,0.005076142131979695,0.11634430828288796,4.0,0.0,0.0,0.0,0,0,0,0,0,0
2004,BEN,4.0,4.0,3.0,667.0,199.0,0.0005698005698005698,0.005025125628140704,0.11339031339031339,1.3333333333333333,0.0,0.0,0.0,0,0,0,0,0,0
2008,BEN,4.0,4.0,2.0,669.0,201.0,0.0005830053927998834,0.004975124378109453,0.11718408395277656,2.0,0.0,0.0,0.0,0,0,0,0,0,0
2012,BEN,5.0,5.0,3.0,673.0,204.0,0.0007065140596297867,0.004901960784313725,0.14412886816447648,1.6666666666666667,0.0,0.0,0.0,0,0,0,0,0,0
2016,BEN,5.0,5.0,4.0,670.0,204.0,0.0007147962830593281,0.004901960784313725,0.14581844174410294,1.25,0.0,0.0,0.0,0,0,0,0,0,0
2020,BEN,6.0,6.0,4.0,682.0,205.0,0.0008451894633046908,0.004878048780487805,0.17326383997746161,1.5,0.0,0.0,0.0,0,0,0,0,0,0
2024,BEN,7.0,7.0,4.0,761.0,205.0,0.001020259437399796,0.004878048780487805,0.20915318466695818,1.75,0.0,0.0,0.0,0,0,0,0,0,0
1936,BER,,,,,,,,,,,,,0,0,0,0,0,0
1948,BER,5.0,4.0,1.0,302.0,49.0,0.001941747572815534,0.02040816326530612,0.09514563106796117,4.0,0.0,,,0,0,0,0,0,0
1952,BER,12.0,13.0,3.0,312.0,59.0,0.005879692446856626,0.01694915254237288,0.34690185436454096,4.333333333333333,0.0,0.0,,0,0,0,0,0,0
1956,BER,6.0,6.0,3.0,338.0,69.0,0.002018842530282638,0.014492753623188406,0.13930013458950202,2.0,0.0,0.0,0.0,0,0,0,0,0,0
1960,BER,3.0,1.0,1.0,342.0,72.0,0.00046061722708429296,0.013888888888888888,0.033164440350069095,1.0,0.0,0.0,0.0,0,0,0,0,0,0
1964,BER,9.0,4.0,1.0,340.0,84.0,0.001188001188001188,0.011904761904761904,0.09979209979209978,4.0,0.0,0.0,0.0,0,0,0,0,0,0
1968,BER,4.0,2.0,1.0,370.0,93.0,0.0006190034045187249,0.010752688172043012,0.05756731662024141,2.0,0.0,0.0,0.0,0,0,0,0,0,0
1972,BER,6.0,4.0,2.0,386.0,112.0,0.0010857763300760044,0.008928571428571428,0.1216069489685125,2.0,0.0,0.0,0.0,0,0,0,0,0,0
1976,BER,9.0,4.0,3.0,439.0,121.0,0.000906823849467241,0.008264462809917356,0.10972568578553615,1.3333333333333333,0.0,0.0,0.0,0,0,1,0,0,1
1984,BER,16.0,12.0,3.0,444.0,92.0,0.003194888178913738,0.010869565217391304,0.2939297124600639,4.0,1.0,0.0,0.0,0,1,0,0,0,0
1988,BER,12.0,10.0,5.0,492.0,140.0,0.00222568439795237,0.007142857142857143,0.31159581571333184,2.0,0.0,1.0,0.0,0,1,0,0,0,0
1992,BER,12.0,12.0,6.0,528.0,159.0,0.0020793623288858083,0.006289308176100629,0.3306186102928435,2.0,0.0,0.0,1.0,0,1,0,0,0,0
1996,BER,20.0,20.0,4.0,573.0,168.0,0.0031892840057407114,0.005952380952380952,0.5357997129644395,5.0,0.0,0.0,0.0,0,1,0,0,0,0
2000,BER,9.0,9.0,4.0,604.0,197.0,0.0013288055514543038,0.005076142131979695,0.26177469363649786,2.25,0.0,0.0,0.0,0,1,0,0,0,0
2004,BER,6.0,6.0,4.0,667.0,199.0,0.0008547008547008547,0.005025125628140704,0.1700854700854701,1.5,0.0,0.0,0.0,0,1,0,0,0,0
2008,BER,10.0,7.0,6.0,669.0,201.0,0.001020259437399796,0.004975124378109453,0.205072146917359,1.1666666666666667,0.0,0.0,0.0,0,1,0,0,0,0
2012,BER,6.0,6.0,4.0,673.0,204.0,0.000847816871555744,0.004901960784313725,0.17295464179737177,1.5,0.0,0.0,0.0,0,1,0,0,0,0
2016,BER,8.0,7.0,5.0,670.0,204.0,0.0010007147962830592,0.004901960784313725,0.2041458184417441,1.4,0.0,0.0,0.0,0,1,0,0,0,0
2020,BER,8.0,8.0,5.0,682.0,205.0,0.0011269192844062545,0.004878048780487805,0.23101845330328216,1.6,0.0,0.0,0.0,0,1,1,1,0,0
2024,BER,2.0,2.0,2.0,761.0,205.0,0.0002915026963999417,0.004878048780487805,0.05975805276198805,1.0,1.0,0.0,0.0,0,1,0,0,0,0
1984,BHU,,,,,,,,,,,,,0,0,0,0,0,0
1988,BHU,6.0,2.0,1.0,492.0,140.0,0.0004451368795904741,0.007142857142857143,0.062319163142666376,2.0,0.0,,,0,0,0,0,0,0
1992,BHU,3.0,2.0,1.0,528.0,159.0,0.00034656038814763474,0.006289308176100629,0.05510310171547392,2.0,0.0,0.0,,0,0,0,0,0,0
1996,BHU,6.0,4.0,1.0,573.0,168.0,0.0006378568011481422,0.005952380952380952,0.1071599425928879,4.0,0.0,0.0,0.0,0,0,0,0,0,0
2000,BHU,2.0,2.0,1.0,604.0,197.0,0.0002952901225454009,0.005076142131979695,0.05817215414144398,2.0,0.0,0.0,0.0,0,0,0,0,0,0
2004,BHU,2.0,2.0,1.0,667.0,199.0,0.0002849002849002849,0.005025125628140704,0.05669515669515669,2.0,0.0,0.0,0.0,0,0,0,0,0,0
2008,BHU,2.0,2.0,1.0,669.0,201.0,0.0002915026963999417,0.004975124378109453,0.05859204197638828,2.0,0.0,0.0,0.0,0,0,0,0,0,0
2012,BHU,2.0,2.0,1.0,673.0,204.0,0.00028260562385191464,0.004901960784313725,0.05765154726579059,2.0,0.0,0.0,0.0,0,0,0,0,0,0
2016,BHU,2.0,2.0,2.0,670.0,204.0,0.0002859185132237312,0.004901960784313725,0.05832737669764117,1.0,0.0,0.0,0.0,0,0,0,0,0,0
2020,BHU,2.0,2.0,2.0,682.0,205.0,0.0002817298211015636,0.004878048780487805,0.05775461332582054,1.0,0.0,0.0,0.0,0,0,0,0,0,0
2024,BHU,4.0,4.0,4.0,761.0,205.0,0.0005830053927998834,0.004878048780487805,0.1195161055239761,1.0,0.0,0.0,0.0,0,0,0,0,0,0
1992,BIH,,,,,,,,,,,,,0,0,0,0,0,0
1996,BIH,10.0,13.0,6.0,573.0,168.0,0.0020730346037314625,0.005952380952380952,0.34826981342688573,2.1666666666666665,0.0,,,0,0,0,0,0,0
2000,BIH,9.0,12.0,7.0,604.0,197.0,0.0017717407352724052,0.005076142131979695,0.34903292484866383,1.7142857142857142,0.0,0.0,,0,0,0,0,0,0
2004,BIH,9.0,10.0,4.0,667.0,199.0,0.0014245014245014246,0.005025125628140704,0.2834757834757835,2.5,0.0,0.0,0.0,0,0,0,0,0,0
2008,BIH,9.0,11.0,8.0,669.0,201.0,0.0016032648301996793,0.004975124378109453,0.32225623087013555,1.375,0.0,0.0,0.0,0,0,0,0,0,0
2012,BIH,5.0,7.0,4.0,673.0,204.0,0.0009891196834817012,0.004901960784313725,0.20178041543026706,1.75,0.0,0.0,0.0,0,0,0,0,0,0
2016,BIH,6.0,8.0,4.0,670.0,204.0,0.0011436740528949249,0.004901960784313725,0.23330950679056467,2.0,0.0,0.0,0.0,0,0,0,0,0,0
2020,BIH,11.0,8.0,5.0,682.0,205.0,0.0011269192844062545,0.004878048780487805,0.23101845330328216,1.6,0.0,0.0,0.0,0,0,0,0,0,0
2024,BIH,7.0,8.0,5.0,761.0,205.0,0.0011660107855997668,0.004878048780487805,0.2390322110479522,1.6,0.0,0.0,0.0,0,0,0,0,0,0
1968,BIZ,,,,,,,,,,,,,0,0,0,0,0,0
1972,BIZ,7.0,6.0,4.0,386.0,112.0,0.0016286644951140066,0.008928571428571428,0.18241042345276876,1.5,0.0,,,0,0,0,0,0,0
