Year,NOC,Squad_Size,Female_Ratio,NOC_Events_Entered,Sport_Diversity,Gold,Silver,Bronze,Total,Lagged_Total_Medals,Global_Unique_Sports,Global_Total_Events,Global_Nations_Count,Global_Actual_Medals_Awarded,Is_Host,Is_Prev_Host,Is_Next_Host,Medal_Share_Won,Event_Participation_Rate
2000,BAN,5,0.6,6,3,0,0,0,0,0.0,43,667.0,199,927,0,0,0,0.0,0.0089955022488755
2004,BAN,4,0.25,4,3,0,0,0,0,0.0,43,669.0,201,926,0,0,0,0.0,0.0059790732436472
2008,BAN,5,0.4,5,3,0,0,0,0,0.0,45,673.0,204,958,0,0,0,0.0,0.0074294205052005
2012,BAN,5,0.2,7,5,0,0,0,0,0.0,43,670.0,204,960,0,0,0,0.0,0.0104477611940298
2016,BAN,6,0.5,7,5,0,0,0,0,0.0,45,682.0,205,972,0,0,0,0.0,0.0102639296187683
2021,BAN,6,0.3333333333333333,7,4,0,0,0,0,0.0,53,761.0,205,1080,0,0,0,0.0,0.0091984231274638
2024,BAN,5,0.2,5,4,0,0,0,0,0.0,51,738.0,204,1039,0,0,0,0.0,0.0067750677506775
1972,BAR,13,0.3846153846153846,13,4,0,0,0,0,0.0,31,439.0,121,600,0,0,0,0.0,0.0296127562642369
1976,BAR,11,0.1818181818181818,11,2,0,0,0,0,0.0,30,444.0,92,613,0,0,0,0.0,0.0247747747747747
1984,BAR,16,0.1875,16,6,0,0,0,0,0.0,32,492.0,140,688,0,0,0,0.0,0.032520325203252
1988,BAR,17,0.0588235294117647,20,7,0,0,0,0,0.0,34,528.0,159,739,0,0,0,0.0,0.0378787878787878
1992,BAR,17,0.0588235294117647,17,5,0,0,0,0,0.0,37,573.0,168,815,0,0,0,0.0,0.0296684118673647
1996,BAR,13,0.1538461538461538,21,7,0,0,0,0,0.0,40,604.0,197,842,0,0,0,0.0,0.0347682119205298
2000,BAR,18,0.3333333333333333,21,6,0,0,1,1,0.0,43,667.0,199,927,0,0,0,0.0010787486515641,0.0314842578710644
2004,BAR,10,0.1,15,5,0,0,0,0,1.0,43,669.0,201,926,0,0,0,0.0,0.0224215246636771
2008,BAR,8,0.125,10,3,0,0,0,0,0.0,45,673.0,204,958,0,0,0,0.0,0.0148588410104011
2012,BAR,6,0.0,6,3,0,0,0,0,0.0,43,670.0,204,960,0,0,0,0.0,0.008955223880597
2016,BAR,11,0.3636363636363636,11,5,0,0,0,0,0.0,45,682.0,205,972,0,0,0,0.0,0.0161290322580645
2021,BAR,8,0.5,9,2,0,0,0,0,0.0,53,761.0,205,1080,0,0,0,0.0,0.0118265440210249
2024,BAR,4,0.5,4,3,0,0,0,0,0.0,51,738.0,204,1039,0,0,0,0.0,0.005420054200542
2000,BDI,6,0.1666666666666666,5,1,0,0,0,0,1.0,43,667.0,199,927,0,0,0,0.0,0.0074962518740629
2004,BDI,7,0.2857142857142857,5,2,0,0,0,0,0.0,43,669.0,201,926,0,0,0,0.0,0.007473841554559
2008,BDI,3,0.6666666666666666,3,2,0,0,0,0,0.0,45,673.0,204,958,0,0,0,0.0,0.0044576523031203
2012,BDI,6,0.6666666666666666,6,3,0,0,0,0,0.0,43,670.0,204,960,0,0,0,0.0,0.008955223880597
2016,BDI,9,0.4444444444444444,9,3,0,1,0,1,0.0,45,682.0,205,972,0,0,0,0.0010288065843621,0.0131964809384164
2021,BDI,6,0.5,7,3,0,0,0,0,1.0,53,761.0,205,1080,0,0,0,0.0,0.0091984231274638
2024,BDI,7,0.4285714285714285,7,3,0,0,0,0,0.0,51,738.0,204,1039,0,0,0,0.0,0.0094850948509485
1908,BEL,70,0.0,33,11,1,5,2,8,17.0,28,267.0,22,324,0,0,0,0.0246913580246913,0.1235955056179775
1912,BEL,35,0.0285714285714285,22,8,2,1,3,6,8.0,21,236.0,27,312,0,0,0,0.0192307692307692,0.0932203389830508
1920,BEL,330,0.0303030303030303,117,22,14,11,11,36,6.0,32,363.0,29,438,1,0,0,0.0821917808219178,0.3223140495867768
1924,BEL,168,0.0297619047619047,79,16,3,7,3,13,36.0,26,292.0,44,378,0,1,0,0.0343915343915343,0.2705479452054795
1928,BEL,171,0.0643274853801169,80,14,0,1,2,3,13.0,23,252.0,46,327,0,0,0,0.0091743119266055,0.3174603174603174
1932,BEL,7,0.1428571428571428,5,1,0,0,0,0,3.0,23,268.0,37,370,0,0,0,0.0,0.0186567164179104
1936,BEL,119,0.042016806722689,66,14,0,0,3,3,0.0,28,302.0,49,422,0,0,0,0.0071090047393364,0.2185430463576159
1948,BEL,147,0.1292517006802721,74,16,2,2,3,7,3.0,26,312.0,59,411,0,0,0,0.0170316301703163,0.2371794871794871
1952,BEL,134,0.0373134328358208,74,16,2,2,0,4,7.0,26,338.0,69,459,0,0,0,0.008714596949891,0.2189349112426035
1956,BEL,57,0.0701754385964912,39,13,0,2,0,2,4.0,26,342.0,72,469,0,0,0,0.0042643923240938,0.1140350877192982
1960,BEL,100,0.08,64,16,0,0,0,0,2.0,26,340.0,84,461,0,0,0,0.0,0.188235294117647
1964,BEL,61,0.0163934426229508,36,13,2,0,1,3,0.0,28,370.0,93,504,0,0,0,0.0059523809523809,0.0972972972972973
1968,BEL,82,0.0609756097560975,55,13,0,1,1,2,3.0,27,386.0,112,527,0,0,0,0.0037950664136622,0.1424870466321243
1972,BEL,88,0.0681818181818181,51,14,0,2,0,2,2.0,31,439.0,121,600,0,0,0,0.0033333333333333,0.1161731207289293
1976,BEL,101,0.2574257425742574,80,16,0,3,3,6,2.0,30,444.0,92,613,0,0,0,0.0097879282218597,0.1801801801801801
1980,BEL,59,0.2711864406779661,51,10,1,0,0,1,6.0,30,454.0,80,631,0,0,0,0.0015847860538827,0.1123348017621145
1984,BEL,63,0.2539682539682539,48,14,1,1,2,4,1.0,32,492.0,140,688,0,0,0,0.005813953488372,0.0975609756097561
1988,BEL,59,0.4067796610169492,65,16,0,0,2,2,4.0,34,528.0,159,739,0,0,0,0.0027063599458728,0.1231060606060606
1992,BEL,68,0.3676470588235294,70,18,0,1,2,3,2.0,37,573.0,168,815,0,0,0,0.003680981595092,0.1221640488656195
1996,BEL,61,0.3278688524590163,55,14,2,2,2,6,3.0,40,604.0,197,842,0,0,0,0.007125890736342,0.0910596026490066
2000,BEL,68,0.4705882352941176,64,16,0,2,3,5,6.0,43,667.0,199,927,0,0,0,0.0053937432578209,0.095952023988006
2004,BEL,50,0.38,41,14,1,0,2,3,5.0,43,669.0,201,926,0,0,0,0.0032397408207343,0.0612855007473841
2008,BEL,94,0.1808510638297872,55,16,2,0,0,2,3.0,45,673.0,204,958,0,0,0,0.0020876826722338,0.0817236255572065
2012,BEL,111,0.3783783783783784,71,16,0,1,2,3,2.0,43,670.0,204,960,0,0,0,0.003125,0.1059701492537313
2016,BEL,104,0.3269230769230769,74,19,2,2,2,6,3.0,45,682.0,205,972,0,0,0,0.0061728395061728,0.1085043988269794
2021,BEL,130,0.4461538461538462,77,25,3,1,3,7,6.0,53,761.0,205,1080,0,0,0,0.0064814814814814,0.1011826544021025
2024,BEL,177,0.4971751412429379,93,25,3,1,6,10,7.0,51,738.0,204,1039,0,0,0,0.0096246390760346,0.1260162601626016
1980,BEN,16,0.0625,17,2,0,0,0,0,0.0,30,454.0,80,631,0,0,0,0.0,0.0374449339207048
1984,BEN,3,0.0,3,1,0,0,0,0,0.0,32,492.0,140,688,0,0,0,0.0,0.0060975609756097
1988,BEN,7,0.1428571428571428,7,2,0,0,0,0,0.0,34,528.0,159,739,0,0,0,0.0,0.0132575757575757
1992,BEN,6,0.3333333333333333,6,2,0,0,0,0,0.0,37,573.0,168,815,0,0,0,0.0,0.0104712041884816
1996,BEN,5,0.2,4,1,0,0,0,0,0.0,40,604.0,197,842,0,0,0,0.0,0.0066225165562913
2000,BEN,4,0.25,4,3,0,0,0,0,0.0,43,667.0,199,927,0,0,0,0.0,0.0059970014992503
2004,BEN,4,0.5,4,2,0,0,0,0,0.0,43,669.0,201,926,0,0,0,0.0,0.0059790732436472
2008,BEN,5,0.4,5,3,0,0,0,0,0.0,45,673.0,204,958,0,0,0,0.0,0.0074294205052005
2012,BEN,5,0.2,5,4,0,0,0,0,0.0,43,670.0,204,960,0,0,0,0.0,0.0074626865671641
2016,BEN,6,0.3333333333333333,6,4,0,0,0,0,0.0,45,682.0,205,972,0,0,0,0.0,0.0087976539589442
2021,BEN,7,0.4285714285714285,7,4,0,0,0,0,0.0,53,761.0,205,1080,0,0,0,0.0,0.0091984231274638
2024,BEN,5,0.4,5,3,0,0,0,0,0.0,51,738.0,204,1039,0,0,0,0.0,0.0067750677506775
1948,BER,12,0.1666666666666666,13,3,0,0,0,0,0.0,26,312.0,59,411,0,0,0,0.0,0.0416666666666666
1952,BER,6,0.3333333333333333,6,3,0,0,0,0,0.0,26,338.0,69,459,0,0,0,0.0,0.0177514792899408
1956,BER,3,0.0,1,1,0,0,0,0,0.0,26,342.0,72,469,0,0,0,0.0,0.0029239766081871
1960,BER,9,0.0,4,1,0,0,0,0,0.0,26,340.0,84,461,0,0,0,0.0,0.0117647058823529
1964,BER,4,0.0,2,1,0,0,0,0,0.0,28,370.0,93,504,0,0,0,0.0,0.0054054054054054
1968,BER,6,0.0,4,2,0,0,0,0,0.0,27,386.0,112,527,0,0,0,0.0,0.0103626943005181
1972,BER,9,0.0,4,3,0,0,0,0,0.0,31,439.0,121,600,0,0,0,0.0,0.0091116173120728
1976,BER,16,0.0625,12,3,0,0,1,1,0.0,30,444.0,92,613,0,0,0,0.0016313213703099,0.027027027027027
1984,BER,12,0.0833333333333333,10,5,0,0,0,0,1.0,32,492.0,140,688,0,0,0,0.0,0.0203252032520325
1988,BER,12,0.0833333333333333,12,6,0,0,0,0,0.0,34,528.0,159,739,0,0,0,0.0,0.0227272727272727
1992,BER,20,0.3,20,4,0,0,0,0,0.0,37,573.0,168,815,0,0,0,0.0,0.0349040139616055
1996,BER,9,0.2222222222222222,9,4,0,0,0,0,0.0,40,604.0,197,842,0,0,0,0.0,0.0149006622516556
2000,BER,6,0.3333333333333333,6,4,0,0,0,0,0.0,43,667.0,199,927,0,0,0,0.0,0.0089955022488755
2004,BER,10,0.5,7,6,0,0,0,0,0.0,43,669.0,201,926,0,0,0,0.0,0.0104633781763826
2008,BER,6,0.6666666666666666,6,4,0,0,0,0,0.0,45,673.0,204,958,0,0,0,0.0,0.0089153046062407
2012,BER,8,0.375,7,5,0,0,0,0,0.0,43,670.0,204,960,0,0,0,0.0,0.0104477611940298
2016,BER,8,0.5,8,5,0,0,0,0,0.0,45,682.0,205,972,0,0,0,0.0,0.0117302052785923
2021,BER,2,0.5,2,2,1,0,0,1,0.0,53,761.0,205,1080,0,0,0,0.0009259259259259,0.0026281208935611
2024,BER,8,0.5,7,5,0,0,0,0,1.0,51,738.0,204,1039,0,0,0,0.0,0.0094850948509485
1988,BHU,3,0.0,2,1,0,0,0,0,0.0,34,528.0,159,739,0,0,0,0.0,0.0037878787878787
1992,BHU,6,0.5,4,1,0,0,0,0,0.0,37,573.0,168,815,0,0,0,0.0,0.0069808027923211
1996,BHU,2,0.5,2,1,0,0,0,0,0.0,40,604.0,197,842,0,0,0,0.0,0.0033112582781456
2000,BHU,2,0.5,2,1,0,0,0,0,0.0,43,667.0,199,927,0,0,0,0.0,0.0029985007496251
2004,BHU,2,0.5,2,1,0,0,0,0,0.0,43,669.0,201,926,0,0,0,0.0,0.0029895366218236
2008,BHU,2,0.5,2,1,0,0,0,0,0.0,45,673.0,204,958,0,0,0,0.0,0.0029717682020802
2012,BHU,2,1.0,2,2,0,0,0,0,0.0,43,670.0,204,960,0,0,0,0.0,0.0029850746268656
2016,BHU,2,1.0,2,2,0,0,0,0,0.0,45,682.0,205,972,0,0,0,0.0,0.002932551319648
2021,BHU,4,0.5,4,4,0,0,0,0,0.0,53,761.0,205,1080,0,0,0,0.0,0.0052562417871222
2024,BHU,3,0.3333333333333333,3,3,0,0,0,0,0.0,51,738.0,204,1039,0,0,0,0.0,0.0040650406504065
1996,BIH,9,0.2222222222222222,12,7,0,0,0,0,0.0,40,604.0,197,842,0,0,0,0.0,0.0198675496688741
2000,BIH,9,0.2222222222222222,10,4,0,0,0,0,0.0,43,667.0,199,927,0,0,0,0.0,0.0149925037481259
2004,BIH,9,0.2222222222222222,11,8,0,0,0,0,0.0,43,669.0,201,926,0,0,0,0.0,0.0164424514200298
2008,BIH,5,0.2,7,4,0,0,0,0,0.0,45,673.0,204,958,0,0,0,0.0,0.0104011887072808
2012,BIH,6,0.3333333333333333,8,4,0,0,0,0,0.0,43,670.0,204,960,0,0,0,0.0,0.0119402985074626
2016,BIH,11,0.3636363636363636,8,5,0,0,0,0,0.0,45,682.0,205,972,0,0,0,0.0,0.0117302052785923
2021,BIH,7,0.4285714285714285,8,5,0,0,0,0,0.0,53,761.0,205,1080,0,0,0,0.0,0.0105124835742444
2024,BIH,5,0.6,6,3,0,0,0,0,0.0,51,738.0,204,1039,0,0,0,0.0,0.008130081300813
1972,BIZ,1,0.0,2,1,0,0,0,0,0.0,31,439.0,121,600,0,0,0,0.0,0.0045558086560364
1976,BIZ,4,0.0,4,2,0,0,0,0,0.0,30,444.0,92,613,0,0,0,0.0,0.009009009009009
1984,BIZ,11,0.0,7,3,0,0,0,0,0.0,32,492.0,140,688,0,0,0,0.0,0.0142276422764227
1988,BIZ,10,0.0,7,2,0,0,0,0,0.0,34,528.0,159,739,0,0,0,0.0,0.0132575757575757
1992,BIZ,10,0.1,10,2,0,0,0,0,0.0,37,573.0,168,815,0,0,0,0.0,0.0174520069808027
1996,BIZ,5,0.6,5,2,0,0,0,0,0.0,40,604.0,197,842,0,0,0,0.0,0.0082781456953642
2000,BIZ,2,0.5,2,1,0,0,0,0,0.0,43,667.0,199,927,0,0,0,0.0,0.0029985007496251
2004,BIZ,2,0.5,2,1,0,0,0,0,0.0,43,669.0,201,926,0,0,0,0.0,0.0029895366218236
2008,BIZ,4,0.25,4,2,0,0,0,0,0.0,45,673.0,204,958,0,0,0,0.0,0.0059435364041604
2012,BIZ,3,0.3333333333333333,3,2,0,0,0,0,0.0,43,670.0,204,960,0,0,0,0.0,0.0044776119402985
2016,BIZ,3,0.3333333333333333,3,2,0,0,0,0,0.0,45,682.0,205,972,0,0,0,0.0,0.0043988269794721
2021,BIZ,3,0.3333333333333333,4,2,0,0,0,0,0.0,53,761.0,205,1080,0,0,0,0.0,0.0052562417871222
2024,BIZ,1,0.0,1,1,0,0,0,0,0.0,51,738.0,204,1039,0,0,0,0.0,0.0013550135501355
2000,BLR,139,0.4820143884892086,109,20,3,3,11,17,15.0,43,667.0,199,927,0,0,0,0.0183387270765911,0.1634182908545727
2004,BLR,151,0.4569536423841059,121,22,2,5,6,13,17.0,43,669.0,201,926,0,0,0,0.0140388768898488,0.1808669656203288
2008,BLR,177,0.4745762711864407,122,24,3,4,7,14,13.0,45,673.0,204,958,0,0,0,0.0146137787056367,0.1812778603268945
2012,BLR,160,0.44375,110,23,2,5,3,10,14.0,43,670.0,204,960,0,0,0,0.0104166666666666,0.1641791044776119
2016,BLR,120,0.5583333333333333,86,22,1,4,4,9,10.0,45,682.0,205,972,0,0,0,0.0092592592592592,0.126099706744868
2021,BLR,103,0.5631067961165048,89,20,1,3,3,7,9.0,53,761.0,205,1080,0,0,0,0.0064814814814814,0.1169513797634691
1908,BOH,19,0.0,15,5,0,0,2,2,2.0,28,267.0,22,324,0,0,0,0.0061728395061728,0.0561797752808988
1912,BOH,42,0.0,25,7,0,0,0,0,2.0,21,236.0,27,312,0,0,0,0.0,0.1059322033898305
1964,BOL,1,0.0,1,1,0,0,0,0,0.0,28,370.0,93,504,0,0,0,0.0,0.0027027027027027
1968,BOL,4,0.0,3,3,0,0,0,0,0.0,27,386.0,112,527,0,0,0,0.0,0.0077720207253886
1972,BOL,11,0.0,9,3,0,0,0,0,0.0,31,439.0,121,600,0,0,0,0.0,0.020501138952164
1976,BOL,4,0.0,5,4,0,0,0,0,0.0,30,444.0,92,613,0,0,0,0.0,0.0112612612612612
1984,BOL,11,0.0909090909090909,11,6,0,0,0,0,0.0,32,492.0,140,688,0,0,0,0.0,0.0223577235772357
1988,BOL,7,0.1428571428571428,12,6,0,0,0,0,0.0,34,528.0,159,739,0,0,0,0.0,0.0227272727272727
1992,BOL,13,0.3846153846153846,18,6,0,0,0,0,0.0,37,573.0,168,815,0,0,0,0.0,0.031413612565445
1996,BOL,8,0.25,9,5,0,0,0,0,0.0,40,604.0,197,842,0,0,0,0.0,0.0149006622516556
2000,BOL,5,0.4,5,3,0,0,0,0,0.0,43,667.0,199,927,0,0,0,0.0,0.0074962518740629
2004,BOL,7,0.4285714285714285,11,5,0,0,0,0,0.0,43,669.0,201,926,0,0,0,0.0,0.0164424514200298
2008,BOL,7,0.4285714285714285,7,5,0,0,0,0,0.0,45,673.0,204,958,0,0,0,0.0,0.0104011887072808
2012,BOL,5,0.4,5,3,0,0,0,0,0.0,43,670.0,204,960,0,0,0,0.0,0.0074626865671641
2016,BOL,12,0.5,10,5,0,0,0,0,0.0,45,682.0,205,972,0,0,0,0.0,0.0146627565982404
2021,BOL,5,0.4,5,3,0,0,0,0,0.0,53,761.0,205,1080,0,0,0,0.0,0.0065703022339027
2024,BOL,4,0.5,4,2,0,0,0,0,0.0,51,738.0,204,1039,0,0,0,0.0,0.005420054200542
1984,BOT,7,0.0,6,2,0,0,0,0,0.0,32,492.0,140,688,0,0,0,0.0,0.0121951219512195
1988,BOT,8,0.0,8,2,0,0,0,0,0.0,34,528.0,159,739,0,0,0,0.0,0.0151515151515151
1992,BOT,6,0.0,6,2,0,0,0,0,0.0,37,573.0,168,815,0,0,0,0.0,0.0104712041884816
1996,BOT,7,0.0,4,2,0,0,0,0,0.0,40,604.0,197,842,0,0,0,0.0,0.0066225165562913
2000,BOT,7,0.0,5,2,0,0,0,0,0.0,43,667.0,199,927,0,0,0,0.0,0.0074962518740629
2004,BOT,11,0.0909090909090909,8,2,0,0,0,0,0.0,43,669.0,201,926,0,0,0,0.0,0.0119581464872944
2008,BOT,11,0.1818181818181818,11,3,0,0,0,0,0.0,45,673.0,204,958,0,0,0,0.0,0.0163447251114413
2012,BOT,4,0.25,4,2,0,1,0,1,0.0,43,670.0,204,960,0,0,0,0.0010416666666666,0.0059701492537313
2016,BOT,12,0.25,7,3,0,0,0,0,1.0,45,682.0,205,972,0,0,0,0.0,0.0102639296187683
2021,BOT,14,0.3571428571428571,9,4,0,0,1,1,0.0,53,761.0,205,1080,0,0,0,0.0009259259259259,0.0118265440210249
2024,BOT,14,0.1428571428571428,9,2,1,1,0,2,1.0,51,738.0,204,1039,0,0,0,0.0019249278152069,0.0121951219512195
1920,BRA,19,0.0,10,5,1,1,1,3,0.0,32,363.0,29,438,0,0,0,0.0068493150684931,0.0275482093663911
1924,BRA,11,0.0,14,3,0,0,0,0,3.0,26,292.0,44,378,0,0,0,0.0,0.047945205479452
1932,BRA,59,0.0169491525423728,28,5,0,0,0,0,0.0,23,268.0,37,370,0,0,0,0.0,0.1044776119402985
1936,BRA,73,0.0821917808219178,37,9,0,0,0,0,0.0,28,302.0,49,422,0,0,0,0.0,0.1225165562913907
1948,BRA,70,0.1571428571428571,41,11,0,0,1,1,0.0,26,312.0,59,411,0,0,0,0.0024330900243309,0.1314102564102564
1952,BRA,97,0.0515463917525773,51,14,1,0,2,3,1.0,26,338.0,69,459,0,0,0,0.0065359477124183,0.150887573964497
1956,BRA,47,0.0212765957446808,30,12,1,0,0,1,3.0,26,342.0,72,469,0,0,0,0.0021321961620469,0.087719298245614
1960,BRA,72,0.0138888888888888,35,14,0,0,0,0,1.0,26,340.0,84,461,0,0,0,0.0,0.1029411764705882
1964,BRA,61,0.0163934426229508,17,11,0,0,1,1,0.0,28,370.0,93,504,0,0,0,0.0019841269841269,0.0459459459459459
1968,BRA,75,0.04,27,13,0,1,2,3,1.0,27,386.0,112,527,0,0,0,0.0056925996204933,0.0699481865284974
1972,BRA,80,0.0375,44,13,0,0,2,2,3.0,31,439.0,121,600,0,0,0,0.0033333333333333,0.1002277904328018
1976,BRA,79,0.0886075949367088,47,12,0,0,2,2,2.0,30,444.0,92,613,0,0,0,0.0032626427406199,0.1058558558558558
1980,BRA,106,0.1415094339622641,72,14,2,0,2,4,2.0,30,454.0,80,631,0,0,0,0.0063391442155309,0.158590308370044
1984,BRA,147,0.1428571428571428,82,17,1,5,2,8,4.0,32,492.0,140,688,0,0,0,0.0116279069767441,0.1666666666666666
1988,BRA,157,0.2101910828025477,106,21,1,2,3,6,8.0,34,528.0,159,739,0,0,0,0.0081190798376184,0.2007575757575757
1992,BRA,181,0.2762430939226519,107,23,2,1,0,3,6.0,37,573.0,168,815,0,0,0,0.003680981595092,0.1867364746945898
1996,BRA,220,0.2909090909090909,93,18,3,3,9,15,3.0,40,604.0,197,842,0,0,0,0.0178147268408551,0.1539735099337748
2000,BRA,196,0.4642857142857143,96,24,0,6,6,12,15.0,43,667.0,199,927,0,0,0,0.0129449838187702,0.1439280359820089
2004,BRA,241,0.4937759336099585,133,26,5,2,3,10,12.0,43,669.0,201,926,0,0,0,0.0107991360691144,0.1988041853512705
2008,BRA,265,0.4867924528301887,145,28,3,4,10,17,10.0,45,673.0,204,958,0,0,0,0.0177453027139874,0.2154531946508172
2012,BRA,246,0.4756097560975609,138,27,3,5,9,17,17.0,43,670.0,204,960,0,0,1,0.0177083333333333,0.2059701492537313
2016,BRA,458,0.4519650655021834,222,34,7,6,6,19,17.0,45,682.0,205,972,1,0,0,0.0195473251028806,0.3255131964809384
2021,BRA,319,0.4702194357366771,142,33,7,6,8,21,19.0,53,761.0,205,1080,0,1,0,0.0194444444444444,0.1865965834428383
2024,BRA,289,0.5674740484429066,146,38,3,7,10,20,21.0,51,738.0,204,1039,0,0,0,0.0192492781520692,0.1978319783197832
1988,BRN,7,0.0,7,3,0,0,0,0,0.0,34,528.0,159,739,0,0,0,0.0,0.0132575757575757
1992,BRN,10,0.0,10,2,0,0,0,0,0.0,37,573.0,168,815,0,0,0,0.0,0.0174520069808027
1996,BRN,5,0.0,3,2,0,0,0,0,0.0,40,604.0,197,842,0,0,0,0.0,0.0049668874172185
2000,BRN,4,0.5,4,2,0,0,0,0,0.0,43,667.0,199,927,0,0,0,0.0,0.0059970014992503
2004,BRN,10,0.3,10,4,0,0,0,0,0.0,43,669.0,201,926,0,0,0,0.0,0.014947683109118
2008,BRN,14,0.2142857142857142,11,3,0,0,0,0,0.0,45,673.0,204,958,0,0,0,0.0,0.0163447251114413
2012,BRN,12,0.6666666666666666,11,3,1,0,0,1,0.0,43,670.0,204,960,0,0,0,0.0010416666666666,0.0164179104477611
2016,BRN,33,0.3939393939393939,20,4,1,1,0,2,1.0,45,682.0,205,972,0,0,0,0.0020576131687242,0.0293255131964809
2021,BRN,32,0.21875,14,5,0,1,0,1,2.0,53,761.0,205,1080,0,0,0,0.0009259259259259,0.0183968462549277
2024,BRN,14,0.5714285714285714,13,5,2,1,1,4,1.0,51,738.0,204,1039,0,0,0,0.0038498556304138,0.0176151761517615
2000,BRU,2,0.0,2,2,0,0,0,0,0.0,43,667.0,199,927,0,0,0,0.0,0.0029985007496251
2004,BRU,1,0.0,1,1,0,0,0,0,0.0,43,669.0,201,926,0,0,0,0.0,0.0014947683109118
2012,BRU,3,0.3333333333333333,3,2,0,0,0,0,0.0,43,670.0,204,960,0,0,0,0.0,0.0044776119402985
2016,BRU,3,0.3333333333333333,3,2,0,0,0,0,0.0,45,682.0,205,972,0,0,0,0.0,0.0043988269794721
2021,BRU,2,0.0,2,2,0,0,0,0,0.0,53,761.0,205,1080,0,0,0,0.0,0.0026281208935611
2024,BRU,3,0.3333333333333333,3,2,0,0,0,0,0.0,51,738.0,204,1039,0,0,0,0.0,0.0040650406504065
1928,BUL,5,0.0,5,2,0,0,0,0,0.0,23,252.0,46,327,0,0,0,0.0,0.0198412698412698
1936,BUL,24,0.0,21,6,0,0,0,0,0.0,28,302.0,49,422,0,0,0,0.0,0.0695364238410596
1952,BUL,63,0.1428571428571428,34,8,0,0,1,1,0.0,26,338.0,69,459,0,0,0,0.0021786492374727,0.1005917159763313
1956,BUL,46,0.0652173913043478,31,7,1,3,1,5,1.0,26,342.0,72,469,0,0,0,0.0106609808102345,0.0906432748538011
1960,BUL,97,0.0927835051546391,66,12,0,0,0,0,5.0,26,340.0,84,461,0,0,0,0.0,0.1941176470588235
1964,BUL,63,0.1111111111111111,56,9,3,5,2,10,0.0,28,370.0,93,504,0,0,0,0.0198412698412698,0.1513513513513513
1968,BUL,112,0.0892857142857142,69,13,2,4,3,9,10.0,27,386.0,112,527,0,0,0,0.01707779886148,0.1787564766839378
1972,BUL,129,0.1860465116279069,92,15,6,10,5,21,9.0,31,439.0,121,600,0,0,0,0.035,0.2095671981776765
1976,BUL,155,0.3354838709677419,108,14,6,9,7,22,21.0,30,444.0,92,613,0,0,0,0.0358890701468189,0.2432432432432432
1980,BUL,270,0.3259259259259259,151,20,8,16,17,41,22.0,30,454.0,80,631,0,0,0,0.0649762282091917,0.3325991189427312
1988,BUL,172,0.3953488372093023,120,16,10,12,13,35,41.0,34,528.0,159,739,0,0,0,0.047361299052774,0.2272727272727272
1992,BUL,136,0.375,116,19,3,7,6,16,35.0,37,573.0,168,815,0,0,0,0.0196319018404908,0.2024432809773124
1996,BUL,108,0.3333333333333333,89,17,3,7,5,15,16.0,40,604.0,197,842,0,0,0,0.0178147268408551,0.1473509933774834
2000,BUL,91,0.4285714285714285,85,16,5,6,2,13,15.0,43,667.0,199,927,0,0,0,0.0140237324703344,0.1274362818590704
2004,BUL,95,0.4842105263157895,94,19,2,1,9,12,13.0,43,669.0,201,926,0,0,0,0.0129589632829373,0.14050822122571
2008,BUL,70,0.3857142857142857,60,15,1,1,3,5,12.0,45,673.0,204,958,0,0,0,0.0052192066805845,0.0891530460624071
2012,BUL,63,0.4126984126984127,56,17,0,2,1,3,5.0,43,670.0,204,960,0,0,0,0.003125,0.0835820895522388
2016,BUL,50,0.44,51,14,0,1,2,3,3.0,45,682.0,205,972,0,0,0,0.0030864197530864,0.0747800586510264
2021,BUL,42,0.6666666666666666,45,13,3,1,2,6,3.0,53,761.0,205,1080,0,0,0,0.0055555555555555,0.0591327201051248
2024,BUL,46,0.5434782608695652,53,16,3,1,3,7,6.0,51,738.0,204,1039,0,0,0,0.0067372473532242,0.0718157181571815
1988,BUR,6,0.1666666666666666,7,2,0,0,0,0,0.0,34,528.0,159,739,0,0,0,0.0,0.0132575757575757
1992,BUR,4,0.0,4,2,0,0,0,0,0.0,37,573.0,168,815,0,0,0,0.0,0.0069808027923211
1996,BUR,5,0.4,5,2,0,0,0,0,0.0,40,604.0,197,842,0,0,0,0.0,0.0082781456953642
2000,BUR,4,0.25,4,3,0,0,0,0,0.0,43,667.0,199,927,0,0,0,0.0,0.0059970014992503
2004,BUR,5,0.4,5,3,0,0,0,0,0.0,43,669.0,201,926,0,0,0,0.0,0.007473841554559
2008,BUR,6,0.5,6,4,0,0,0,0,0.0,45,673.0,204,958,0,0,0,0.0,0.0089153046062407
2012,BUR,5,0.6,5,3,0,0,0,0,0.0,43,670.0,204,960,0,0,0,0.0,0.0074626865671641
2016,BUR,5,0.4,5,3,0,0,0,0,0.0,45,682.0,205,972,0,0,0,0.0,0.0073313782991202
2021,BUR,7,0.2857142857142857,8,5,0,0,1,1,0.0,53,761.0,205,1080,0,0,0,0.0009259259259259,0.0105124835742444
2024,BUR,8,0.375,8,5,0,0,0,0,1.0,51,738.0,204,1039,0,0,0,0.0,0.010840108401084
1984,CAF,3,0.0,3,2,0,0,0,0,0.0,32,492.0,140,688,0,0,0,0.0,0.0060975609756097
